num_employees,num_tasks,num_skills,total_required_workload,total_available_capacity,capacity_ratio,avg_candidates_per_task,min_candidates_per_task,fraction_single_candidate_tasks,fraction_zero_candidate_tasks,is_feasible,score,runtime_ms,unassigned_tasks,mode
5,10,5,65,125,0.52,2.6,1,0.3,0.0,1,0hard/-807soft,30228,0,hard
5,10,5,64,109,0.5871559633027523,2.3,1,0.2,0.0,1,0hard/-788soft,30228,0,hard
5,10,5,64,123,0.5203252032520326,2.0,1,0.4,0.0,1,0hard/-864soft,30250,0,hard
5,10,4,66,109,0.6055045871559633,3.4,1,0.1,0.0,1,0hard/-806soft,30292,0,hard
5,10,4,73,129,0.5658914728682171,2.2,1,0.6,0.0,1,0hard/-1291soft,30267,0,hard
5,10,4,61,102,0.5980392156862745,2.7,2,0.0,0.0,1,0hard/-707soft,30211,0,hard
5,10,5,66,88,0.75,2.0,1,0.4,0.0,0,-950hard/-835soft,30297,1,hard
5,10,5,58,111,0.5225225225225225,1.7,1,0.5,0.0,0,-800hard/-1012soft,30242,0,hard
5,10,5,61,116,0.5258620689655172,2.4,0,0.0,0.1,0,-1000hard/-715soft,30265,0,hard
5,10,5,71,111,0.6396396396396397,2.8,2,0.0,0.0,1,0hard/-935soft,30196,0,hard
5,10,5,58,109,0.5321100917431193,1.8,0,0.3,0.1,0,-500hard/-625soft,30199,1,hard
5,10,5,60,125,0.48,1.7,1,0.3,0.0,0,-50hard/-902soft,30221,0,hard
5,10,5,58,109,0.5321100917431193,2.0,1,0.4,0.0,1,0hard/-650soft,30217,0,hard
5,10,5,69,107,0.6448598130841121,2.0,1,0.1,0.0,1,0hard/-1037soft,30193,0,hard
5,10,5,61,110,0.5545454545454546,1.2,1,0.9,0.0,0,-1200hard/-979soft,30198,0,hard
5,10,5,71,117,0.6068376068376068,1.4,1,0.6,0.0,0,-550hard/-1314soft,30239,1,hard
5,10,5,70,100,0.7,2.6,1,0.1,0.0,1,0hard/-946soft,30239,0,hard
5,10,5,61,111,0.5495495495495496,2.9,1,0.1,0.0,1,0hard/-699soft,30202,0,hard
5,10,3,76,125,0.608,2.3,1,0.5,0.0,0,-1200hard/-1336soft,30217,0,hard
5,10,5,59,128,0.4609375,1.7,1,0.4,0.0,1,0hard/-927soft,30216,0,hard
5,10,5,75,111,0.6756756756756757,1.2,1,0.8,0.0,0,-2000hard/-1245soft,30202,0,hard
5,10,5,69,115,0.6,2.2,1,0.3,0.0,1,0hard/-911soft,30202,0,hard
5,10,5,57,117,0.4871794871794871,1.9,0,0.5,0.1,0,-1000hard/-633soft,30198,0,hard
5,10,4,62,118,0.5254237288135594,2.2,1,0.4,0.0,1,0hard/-772soft,30199,0,hard
5,10,4,67,116,0.5775862068965517,1.3,1,0.7,0.0,0,-2550hard/-1150soft,30233,1,hard
5,10,5,77,107,0.719626168224299,2.8,1,0.1,0.0,1,0hard/-1127soft,30209,0,hard
5,10,4,68,122,0.5573770491803278,3.1,1,0.3,0.0,1,0hard/-984soft,30243,0,hard
5,10,4,70,126,0.5555555555555556,2.2,1,0.2,0.0,1,0hard/-1302soft,30207,0,hard
5,10,5,59,96,0.6145833333333334,2.2,1,0.1,0.0,1,0hard/-763soft,30216,0,hard
5,10,4,60,100,0.6,2.6,2,0.0,0.0,1,0hard/-738soft,30211,0,hard
5,10,5,64,121,0.5289256198347108,2.4,1,0.3,0.0,1,0hard/-844soft,30201,0,hard
5,10,5,67,118,0.5677966101694916,1.9,1,0.3,0.0,0,-1000hard/-841soft,30201,0,hard
5,10,5,68,102,0.6666666666666666,2.4,1,0.2,0.0,1,0hard/-906soft,30209,0,hard
5,10,5,65,109,0.5963302752293578,2.0,1,0.4,0.0,1,0hard/-853soft,30292,0,hard
5,10,5,72,116,0.6206896551724138,1.4,0,0.6,0.1,0,-1050hard/-1318soft,30218,0,hard
5,10,4,75,95,0.7894736842105263,1.6,1,0.4,0.0,0,-550hard/-1081soft,30227,1,hard
5,10,4,64,123,0.5203252032520326,1.6,1,0.4,0.0,0,-200hard/-1212soft,30246,0,hard
5,10,5,67,124,0.5403225806451613,1.6,1,0.5,0.0,0,-50hard/-1193soft,30228,0,hard
5,10,5,73,101,0.7227722772277227,2.3,1,0.3,0.0,1,0hard/-1121soft,30211,0,hard
5,10,5,70,113,0.6194690265486725,1.8,1,0.2,0.0,1,0hard/-1046soft,30208,0,hard
5,10,4,74,112,0.6607142857142857,3.0,2,0.0,0.0,1,0hard/-1056soft,30214,0,hard
5,10,5,56,119,0.4705882352941176,2.6,2,0.0,0.0,1,0hard/-718soft,30209,0,hard
5,10,4,69,116,0.5948275862068966,2.5,0,0.2,0.1,0,-1000hard/-915soft,30217,0,hard
5,10,5,58,122,0.4754098360655737,2.4,2,0.0,0.0,1,0hard/-632soft,30196,0,hard
5,10,4,62,120,0.5166666666666667,2.2,1,0.4,0.0,1,0hard/-814soft,30200,0,hard
5,10,5,71,87,0.8160919540229885,1.5,0,0.3,0.1,0,-1050hard/-989soft,30201,0,hard
5,10,4,73,115,0.6347826086956522,3.3,2,0.0,0.0,1,0hard/-991soft,30195,0,hard
5,10,5,69,121,0.5702479338842975,2.0,1,0.5,0.0,1,0hard/-945soft,30201,0,hard
5,10,5,74,103,0.7184466019417476,1.6,1,0.6,0.0,0,-1000hard/-1104soft,30194,0,hard
5,10,5,80,110,0.7272727272727273,2.5,2,0.0,0.0,1,0hard/-1220soft,30198,0,hard
5,10,5,65,122,0.5327868852459017,2.0,1,0.5,0.0,1,0hard/-793soft,30234,0,hard
5,10,5,71,101,0.7029702970297029,2.8,2,0.0,0.0,1,0hard/-939soft,30239,0,hard
5,10,5,68,110,0.6181818181818182,2.3,2,0.0,0.0,1,0hard/-874soft,30204,0,hard
5,10,4,73,101,0.7227722772277227,1.5,1,0.5,0.0,0,-1000hard/-1027soft,30217,0,hard
5,10,5,65,128,0.5078125,2.0,1,0.4,0.0,0,-450hard/-1011soft,30215,0,hard
5,10,5,60,122,0.4918032786885246,1.1,1,0.9,0.0,0,-1000hard/-788soft,30257,0,hard
5,10,4,69,131,0.5267175572519084,2.1,1,0.2,0.0,1,0hard/-937soft,30239,0,hard
5,10,5,58,126,0.4603174603174603,2.5,1,0.2,0.0,1,0hard/-700soft,30240,0,hard
5,10,5,71,108,0.6574074074074074,1.9,1,0.7,0.0,0,-1200hard/-1021soft,30221,0,hard
5,10,4,64,113,0.5663716814159292,1.4,1,0.6,0.0,0,-450hard/-1074soft,30219,0,hard
5,10,5,63,117,0.5384615384615384,2.1,1,0.2,0.0,1,0hard/-793soft,30272,0,hard
5,10,5,69,114,0.6052631578947368,2.2,1,0.2,0.0,1,0hard/-911soft,30299,0,hard
5,10,5,63,120,0.525,2.6,2,0.0,0.0,1,0hard/-763soft,30245,0,hard
5,10,5,72,101,0.7128712871287128,2.1,1,0.3,0.0,0,-550hard/-872soft,30215,1,hard
5,10,5,48,114,0.4210526315789473,2.0,1,0.5,0.0,0,-550hard/-501soft,30196,1,hard
5,10,5,64,95,0.6736842105263158,2.0,2,0.0,0.0,1,0hard/-1136soft,30200,0,hard
5,10,5,81,116,0.6982758620689655,1.8,0,0.4,0.1,0,-1000hard/-1271soft,30197,0,hard
5,10,5,53,109,0.4862385321100917,2.5,1,0.4,0.0,1,0hard/-513soft,30197,0,hard
5,10,5,53,117,0.452991452991453,1.5,1,0.5,0.0,1,0hard/-1003soft,30244,0,hard
5,10,5,61,100,0.61,2.2,2,0.0,0.0,1,0hard/-1087soft,30193,0,hard
5,10,4,58,118,0.4915254237288136,3.2,2,0.0,0.0,1,0hard/-612soft,30193,0,hard
5,10,5,66,97,0.6804123711340206,2.6,1,0.2,0.0,1,0hard/-850soft,30207,0,hard
5,10,5,61,105,0.580952380952381,1.6,1,0.4,0.0,0,-700hard/-590soft,30192,1,hard
5,10,5,69,99,0.696969696969697,1.6,1,0.4,0.0,0,-550hard/-947soft,30194,1,hard
5,10,4,52,110,0.4727272727272727,2.3,2,0.0,0.0,1,0hard/-534soft,30209,0,hard
5,10,5,69,121,0.5702479338842975,1.9,1,0.4,0.0,0,-1450hard/-1041soft,30194,0,hard
5,10,5,61,110,0.5545454545454546,2.0,1,0.5,0.0,1,0hard/-877soft,30242,0,hard
5,10,5,68,118,0.576271186440678,2.6,2,0.0,0.0,1,0hard/-1198soft,30203,0,hard
5,10,5,62,129,0.4806201550387597,1.9,1,0.5,0.0,1,0hard/-922soft,30221,0,hard
5,10,4,60,110,0.5454545454545454,1.5,1,0.5,0.0,0,-450hard/-1298soft,30213,0,hard
5,10,5,59,114,0.5175438596491229,1.8,1,0.4,0.0,0,-50hard/-867soft,30241,0,hard
5,10,5,63,106,0.5943396226415094,2.0,0,0.0,0.1,0,-1000hard/-747soft,30233,0,hard
5,10,4,69,107,0.6448598130841121,3.1,2,0.0,0.0,1,0hard/-893soft,30218,0,hard
5,10,5,64,120,0.5333333333333333,2.0,1,0.1,0.0,1,0hard/-822soft,30205,0,hard
5,10,5,79,125,0.632,2.7,1,0.2,0.0,1,0hard/-1251soft,30215,0,hard
5,10,5,58,117,0.4957264957264957,1.9,1,0.5,0.0,1,0hard/-840soft,30230,0,hard
5,10,5,73,131,0.5572519083969466,1.7,1,0.6,0.0,0,-200hard/-1245soft,30334,0,hard
5,10,5,63,104,0.6057692307692307,2.2,1,0.2,0.0,0,-50hard/-763soft,30230,0,hard
5,10,4,71,116,0.6120689655172413,2.6,2,0.0,0.0,1,0hard/-971soft,30231,0,hard
5,10,5,77,108,0.7129629629629629,1.5,1,0.7,0.0,0,-2500hard/-1043soft,30220,1,hard
5,10,5,70,92,0.7608695652173914,2.1,0,0.0,0.1,0,-2400hard/-958soft,30234,0,hard
5,10,5,62,104,0.5961538461538461,2.1,1,0.3,0.0,0,-200hard/-808soft,30291,0,hard
5,10,5,66,113,0.584070796460177,2.1,2,0.0,0.0,1,0hard/-822soft,30201,0,hard
5,10,5,73,110,0.6636363636363637,1.2,1,0.8,0.0,0,-1000hard/-1049soft,30198,0,hard
5,10,5,68,116,0.5862068965517241,2.4,1,0.1,0.0,1,0hard/-902soft,30211,0,hard
5,10,5,69,115,0.6,2.3,2,0.0,0.0,1,0hard/-1135soft,30194,0,hard
5,10,5,67,121,0.5537190082644629,1.7,0,0.5,0.1,0,-1500hard/-702soft,30198,1,hard
5,10,5,72,111,0.6486486486486487,2.4,2,0.0,0.0,1,0hard/-1002soft,30213,0,hard
5,10,5,61,121,0.5041322314049587,1.7,1,0.5,0.0,0,-450hard/-1231soft,30201,0,hard
5,10,5,66,118,0.559322033898305,2.1,0,0.1,0.1,0,-1000hard/-898soft,30195,0,hard
5,10,5,59,101,0.5841584158415841,2.5,1,0.3,0.0,1,0hard/-641soft,30201,0,hard
5,10,4,72,120,0.6,2.3,1,0.2,0.0,1,0hard/-968soft,30259,0,hard
5,10,4,70,127,0.5511811023622047,2.6,2,0.0,0.0,1,0hard/-982soft,30201,0,hard
5,10,5,71,121,0.5867768595041323,1.6,1,0.4,0.0,0,-550hard/-1145soft,30231,1,hard
5,10,5,56,90,0.6222222222222222,1.8,1,0.2,0.0,1,0hard/-634soft,30219,0,hard
5,10,5,58,100,0.58,2.5,2,0.0,0.0,1,0hard/-788soft,30217,0,hard
5,10,5,55,105,0.5238095238095238,1.8,1,0.4,0.0,0,-50hard/-657soft,30208,0,hard
5,10,5,68,106,0.6415094339622641,1.4,1,0.6,0.0,1,0hard/-1110soft,30207,0,hard
5,10,5,66,112,0.5892857142857143,3.0,1,0.1,0.0,1,0hard/-818soft,30227,0,hard
5,10,4,63,114,0.5526315789473685,3.0,3,0.0,0.0,1,0hard/-747soft,30196,0,hard
5,10,5,66,107,0.616822429906542,1.4,1,0.7,0.0,0,-1200hard/-1154soft,30201,0,hard
5,10,3,68,111,0.6126126126126126,2.4,1,0.4,0.0,0,-1450hard/-908soft,30208,0,hard
5,10,5,58,112,0.5178571428571429,1.7,1,0.3,0.0,1,0hard/-710soft,30210,0,hard
5,10,5,61,119,0.5126050420168067,2.3,1,0.1,0.0,1,0hard/-691soft,30226,0,hard
5,10,4,75,107,0.7009345794392523,2.9,2,0.0,0.0,1,0hard/-1195soft,30207,0,hard
5,10,5,73,118,0.6186440677966102,1.7,1,0.7,0.0,1,0hard/-1119soft,30247,0,hard
5,10,5,64,104,0.6153846153846154,1.9,1,0.5,0.0,0,-1000hard/-838soft,30221,0,hard
5,10,4,56,121,0.4628099173553719,2.6,1,0.2,0.0,1,0hard/-578soft,30217,0,hard
5,10,4,66,109,0.6055045871559633,3.1,1,0.2,0.0,1,0hard/-836soft,30206,0,hard
5,10,3,72,99,0.7272727272727273,1.6,1,0.5,0.0,0,-1700hard/-944soft,30242,1,hard
5,10,5,59,111,0.5315315315315315,2.1,1,0.3,0.0,1,0hard/-633soft,30199,0,hard
5,10,4,63,97,0.6494845360824743,2.3,2,0.0,0.0,1,0hard/-937soft,30231,0,hard
5,10,4,68,94,0.723404255319149,2.5,2,0.0,0.0,1,0hard/-906soft,30205,0,hard
5,10,5,78,99,0.7878787878787878,2.3,1,0.2,0.0,1,0hard/-1164soft,30223,0,hard
5,10,4,60,124,0.4838709677419355,1.8,0,0.6,0.1,0,-1450hard/-1154soft,30203,0,hard
5,10,5,75,131,0.5725190839694656,2.4,1,0.1,0.0,1,0hard/-1183soft,30208,0,hard
5,10,5,63,111,0.5675675675675675,2.1,1,0.3,0.0,0,-500hard/-546soft,30223,1,hard
5,10,5,66,112,0.5892857142857143,1.8,1,0.5,0.0,1,0hard/-858soft,30254,0,hard
5,10,4,57,123,0.4634146341463415,2.1,1,0.5,0.0,1,0hard/-725soft,30231,0,hard
5,10,5,60,117,0.5128205128205128,2.4,1,0.3,0.0,1,0hard/-668soft,30262,0,hard
5,10,5,73,109,0.6697247706422018,1.9,1,0.3,0.0,0,-550hard/-1001soft,30299,1,hard
5,10,4,71,108,0.6574074074074074,2.0,1,0.3,0.0,0,-1000hard/-967soft,30222,0,hard
5,10,5,75,116,0.646551724137931,2.7,2,0.0,0.0,1,0hard/-1071soft,30266,0,hard
5,10,5,57,89,0.6404494382022472,1.5,1,0.5,0.0,0,-200hard/-793soft,30303,0,hard
5,10,4,70,117,0.5982905982905983,1.9,1,0.1,0.0,1,0hard/-1016soft,30238,0,hard
5,10,4,59,95,0.6210526315789474,3.6,2,0.0,0.0,1,0hard/-629soft,30215,0,hard
5,10,4,70,96,0.7291666666666666,2.1,1,0.3,0.0,1,0hard/-994soft,30260,0,hard
5,10,4,51,116,0.4396551724137931,2.3,2,0.0,0.0,1,0hard/-463soft,30189,0,hard
5,10,5,65,116,0.5603448275862069,1.9,1,0.1,0.0,1,0hard/-1215soft,30195,0,hard
5,10,5,69,135,0.5111111111111111,2.0,1,0.4,0.0,1,0hard/-1163soft,30191,0,hard
5,10,4,68,110,0.6181818181818182,2.7,1,0.1,0.0,1,0hard/-1082soft,30193,0,hard
5,10,5,55,103,0.5339805825242718,2.0,1,0.2,0.0,1,0hard/-593soft,30224,0,hard
5,10,4,68,101,0.6732673267326733,1.9,1,0.2,0.0,0,-100hard/-1018soft,30198,0,hard
5,10,4,71,110,0.6454545454545455,3.1,2,0.0,0.0,1,0hard/-969soft,30194,0,hard
5,10,3,71,134,0.5298507462686567,2.0,1,0.6,0.0,0,-1000hard/-951soft,30206,2,hard
5,10,5,63,112,0.5625,2.0,2,0.0,0.0,1,0hard/-941soft,30241,0,hard
5,10,5,59,110,0.5363636363636364,1.4,1,0.6,0.0,1,0hard/-875soft,30204,0,hard
5,10,4,67,121,0.5537190082644629,2.5,0,0.0,0.1,0,-1000hard/-875soft,30264,0,hard
5,10,5,54,116,0.4655172413793103,2.3,1,0.1,0.0,1,0hard/-752soft,30196,0,hard
5,10,5,59,128,0.4609375,1.3,1,0.7,0.0,1,0hard/-1027soft,30248,0,hard
5,10,5,64,106,0.6037735849056604,2.4,2,0.0,0.0,1,0hard/-822soft,30219,0,hard
5,10,4,63,129,0.4883720930232558,3.0,3,0.0,0.0,1,0hard/-761soft,30198,0,hard
5,10,5,65,109,0.5963302752293578,2.0,2,0.0,0.0,1,0hard/-851soft,30208,0,hard
5,10,5,67,104,0.6442307692307693,2.3,1,0.2,0.0,1,0hard/-853soft,30224,0,hard
5,10,4,68,112,0.6071428571428571,2.3,1,0.3,0.0,0,-500hard/-658soft,30198,1,hard
5,10,5,77,97,0.7938144329896907,2.7,2,0.0,0.0,1,0hard/-1119soft,30230,0,hard
5,10,5,65,108,0.6018518518518519,1.5,1,0.5,0.0,1,0hard/-887soft,30249,0,hard
5,10,5,69,122,0.5655737704918032,1.8,1,0.4,0.0,1,0hard/-925soft,30252,0,hard
5,10,5,60,104,0.5769230769230769,1.9,1,0.5,0.0,1,0hard/-724soft,30214,0,hard
5,10,5,69,119,0.5798319327731093,1.9,1,0.3,0.0,1,0hard/-1051soft,30212,0,hard
5,10,4,66,119,0.5546218487394958,2.6,1,0.3,0.0,1,0hard/-980soft,30195,0,hard
5,10,4,75,105,0.7142857142857143,3.1,2,0.0,0.0,1,0hard/-1063soft,30200,0,hard
5,10,4,66,103,0.6407766990291263,2.2,1,0.3,0.0,0,-500hard/-642soft,30203,1,hard
5,10,5,51,104,0.4903846153846153,1.6,1,0.7,0.0,0,-2450hard/-595soft,30205,0,hard
5,10,5,64,119,0.5378151260504201,2.1,2,0.0,0.0,1,0hard/-830soft,30196,0,hard
5,10,4,70,124,0.5645161290322581,2.1,1,0.5,0.0,1,0hard/-1142soft,30235,0,hard
5,10,5,61,117,0.5213675213675214,1.9,1,0.4,0.0,1,0hard/-963soft,30202,0,hard
5,10,5,74,116,0.6379310344827587,1.5,1,0.6,0.0,0,-500hard/-942soft,30195,1,hard
5,10,5,61,108,0.5648148148148148,2.2,1,0.3,0.0,1,0hard/-711soft,30249,0,hard
5,10,4,62,113,0.5486725663716814,1.8,1,0.4,0.0,1,0hard/-794soft,30202,0,hard
5,10,4,77,117,0.6581196581196581,1.7,1,0.3,0.0,1,0hard/-1299soft,30205,0,hard
5,10,5,66,115,0.5739130434782609,2.2,2,0.0,0.0,1,0hard/-902soft,30198,0,hard
5,10,4,56,120,0.4666666666666667,3.4,3,0.0,0.0,1,0hard/-584soft,30221,0,hard
5,10,5,55,118,0.4661016949152542,2.0,2,0.0,0.0,1,0hard/-549soft,30228,0,hard
5,10,5,54,96,0.5625,1.8,1,0.6,0.0,0,-1300hard/-842soft,30236,1,hard
5,10,5,61,120,0.5083333333333333,2.0,1,0.5,0.0,1,0hard/-747soft,30209,0,hard
5,10,3,72,99,0.7272727272727273,3.4,3,0.0,0.0,0,-150hard/-1248soft,30196,0,hard
5,10,5,70,119,0.5882352941176471,2.0,2,0.0,0.0,1,0hard/-1528soft,30201,0,hard
5,10,4,72,102,0.7058823529411765,2.6,1,0.2,0.0,1,0hard/-1250soft,30204,0,hard
5,10,5,68,110,0.6181818181818182,2.3,1,0.3,0.0,0,-1000hard/-874soft,30195,0,hard
5,10,5,76,115,0.6608695652173913,1.9,1,0.4,0.0,1,0hard/-1120soft,30195,0,hard
5,10,4,54,103,0.5242718446601942,2.4,0,0.0,0.1,0,-1000hard/-516soft,30203,0,hard
5,10,4,64,118,0.5423728813559322,2.6,2,0.0,0.0,1,0hard/-766soft,30218,0,hard
5,10,5,61,104,0.5865384615384616,2.1,1,0.4,0.0,1,0hard/-699soft,30293,0,hard
5,10,5,77,117,0.6581196581196581,1.5,1,0.7,0.0,0,-1000hard/-974soft,30198,2,hard
5,10,5,67,106,0.6320754716981132,1.5,1,0.5,0.0,1,0hard/-885soft,30195,0,hard
5,10,5,67,108,0.6203703703703703,2.7,2,0.0,0.0,1,0hard/-833soft,30229,0,hard
5,10,5,70,134,0.5223880597014925,2.0,1,0.2,0.0,1,0hard/-992soft,30206,0,hard
5,10,5,68,110,0.6181818181818182,2.3,1,0.4,0.0,1,0hard/-982soft,30307,0,hard
5,10,5,69,108,0.6388888888888888,2.1,1,0.3,0.0,0,-500hard/-1587soft,30196,0,hard
5,10,3,61,123,0.4959349593495935,2.1,0,0.0,0.1,0,-1000hard/-757soft,30198,0,hard
5,10,5,69,120,0.575,1.5,1,0.7,0.0,0,-3000hard/-568soft,30196,2,hard
5,10,4,70,130,0.5384615384615384,2.9,2,0.0,0.0,1,0hard/-922soft,30278,0,hard
5,10,5,49,117,0.4188034188034188,1.8,1,0.4,0.0,1,0hard/-725soft,30245,0,hard
5,10,4,72,121,0.5950413223140496,2.7,1,0.2,0.0,1,0hard/-990soft,30216,0,hard
5,10,5,52,109,0.4770642201834862,2.4,2,0.0,0.0,1,0hard/-504soft,30210,0,hard
5,10,4,61,117,0.5213675213675214,2.3,0,0.2,0.1,0,-1000hard/-717soft,30219,0,hard
5,10,4,81,118,0.6864406779661016,1.5,1,0.5,0.0,0,-1500hard/-981soft,30241,1,hard
5,10,3,55,107,0.514018691588785,3.4,2,0.0,0.0,1,0hard/-549soft,30245,0,hard
5,10,5,54,129,0.4186046511627907,1.8,1,0.4,0.0,0,-50hard/-1096soft,30282,0,hard
5,10,5,32,209,0.1531100478468899,2.6,2,0.0,0.0,1,0hard/-136soft,30283,0,easy
5,10,5,25,193,0.1295336787564766,2.7,2,0.0,0.0,1,0hard/-77soft,30195,0,easy
5,10,5,28,211,0.1327014218009478,1.4,0,0.5,0.1,0,-1000hard/-194soft,30219,0,easy
5,10,5,35,172,0.2034883720930232,4.1,2,0.0,0.0,1,0hard/-185soft,30248,0,easy
5,10,5,36,175,0.2057142857142857,2.9,2,0.0,0.0,1,0hard/-196soft,30198,0,easy
5,10,5,31,169,0.1834319526627219,2.1,0,0.2,0.1,0,-1000hard/-163soft,30199,0,easy
5,10,5,33,202,0.1633663366336633,3.6,2,0.0,0.0,1,0hard/-165soft,30252,0,easy
5,10,5,26,196,0.1326530612244898,3.3,0,0.0,0.1,0,-1000hard/-78soft,30196,0,easy
5,10,5,31,183,0.1693989071038251,3.2,3,0.0,0.0,1,0hard/-133soft,30202,0,easy
5,10,5,29,171,0.1695906432748538,2.0,0,0.2,0.1,0,-1000hard/-117soft,30208,0,easy
5,10,5,32,198,0.1616161616161616,3.3,0,0.0,0.1,0,-1000hard/-136soft,30218,0,easy
5,10,5,34,180,0.1888888888888888,3.0,0,0.0,0.1,0,-1000hard/-172soft,30207,0,easy
5,10,5,27,185,0.1459459459459459,3.0,2,0.0,0.0,1,0hard/-83soft,30250,0,easy
5,10,5,30,183,0.1639344262295081,2.5,2,0.0,0.0,1,0hard/-112soft,30205,0,easy
5,10,5,32,209,0.1531100478468899,2.5,0,0.2,0.1,0,-1000hard/-140soft,30200,0,easy
5,10,5,31,186,0.1666666666666666,3.5,2,0.0,0.0,1,0hard/-143soft,30228,0,easy
5,10,5,30,192,0.15625,2.4,1,0.1,0.0,1,0hard/-126soft,30238,0,easy
5,10,5,26,185,0.1405405405405405,3.2,2,0.0,0.0,1,0hard/-86soft,30200,0,easy
5,10,5,32,210,0.1523809523809524,3.0,0,0.0,0.1,0,-1000hard/-154soft,30215,0,easy
5,10,5,23,218,0.1055045871559633,2.6,2,0.0,0.0,1,0hard/-45soft,30198,0,easy
5,10,5,29,194,0.1494845360824742,2.2,1,0.4,0.0,1,0hard/-181soft,30192,0,easy
5,10,5,34,178,0.1910112359550561,3.6,3,0.0,0.0,1,0hard/-178soft,30203,0,easy
5,10,5,24,200,0.12,2.7,2,0.0,0.0,1,0hard/-44soft,30196,0,easy
5,10,5,26,190,0.1368421052631579,1.7,0,0.3,0.1,0,-1000hard/-68soft,30198,0,easy
5,10,5,40,186,0.2150537634408602,2.3,1,0.3,0.0,1,0hard/-378soft,30205,0,easy
5,10,5,21,166,0.1265060240963855,2.9,2,0.0,0.0,1,0hard/-25soft,30200,0,easy
5,10,4,27,203,0.1330049261083744,3.1,0,0.0,0.1,0,-1000hard/-87soft,30201,0,easy
5,10,5,30,200,0.15,2.4,1,0.4,0.0,1,0hard/-162soft,30200,0,easy
5,10,5,31,182,0.1703296703296703,2.8,2,0.0,0.0,1,0hard/-129soft,30211,0,easy
5,10,5,33,192,0.171875,4.4,3,0.0,0.0,1,0hard/-143soft,30249,0,easy
5,10,5,39,166,0.2349397590361445,3.1,1,0.2,0.0,1,0hard/-245soft,30194,0,easy
5,10,5,34,178,0.1910112359550561,2.7,2,0.0,0.0,1,0hard/-176soft,30250,0,easy
5,10,5,29,189,0.1534391534391534,2.9,2,0.0,0.0,1,0hard/-105soft,30226,0,easy
5,10,5,36,201,0.1791044776119403,3.2,2,0.0,0.0,1,0hard/-198soft,30205,0,easy
5,10,5,40,207,0.1932367149758454,2.6,0,0.0,0.1,0,-1000hard/-262soft,30199,0,easy
5,10,5,24,200,0.12,2.9,2,0.0,0.0,1,0hard/-36soft,30202,0,easy
5,10,5,36,205,0.1756097560975609,2.4,0,0.0,0.1,0,-1000hard/-216soft,30236,0,easy
5,10,5,26,197,0.1319796954314721,3.6,2,0.0,0.0,1,0hard/-74soft,30225,0,easy
5,10,5,30,211,0.1421800947867298,3.9,3,0.0,0.0,1,0hard/-114soft,30203,0,easy
5,10,4,27,152,0.1776315789473684,3.7,3,0.0,0.0,1,0hard/-89soft,30197,0,easy
5,10,5,33,175,0.1885714285714285,3.5,2,0.0,0.0,1,0hard/-169soft,30194,0,easy
5,10,5,37,176,0.2102272727272727,3.6,1,0.1,0.0,1,0hard/-209soft,30213,0,easy
5,10,5,28,210,0.1333333333333333,3.4,1,0.3,0.0,1,0hard/-88soft,30202,0,easy
5,10,5,23,192,0.1197916666666666,2.5,2,0.0,0.0,1,0hard/-55soft,30221,0,easy
5,10,5,30,182,0.1648351648351648,3.0,3,0.0,0.0,1,0hard/-110soft,30208,0,easy
5,10,4,31,180,0.1722222222222222,2.5,1,0.5,0.0,1,0hard/-319soft,30206,0,easy
5,10,5,26,174,0.1494252873563218,3.3,2,0.0,0.0,1,0hard/-110soft,30202,0,easy
